stock,buy_date,sell_date,buy_price,sell_price,quantity,profit,profit_percent
RAMCOCEM,2018-09-11,2018-10-09,640.0,601.0,312.0,-12168.0,-0.0609375
ZYDUSLIFE,2018-10-09,2018-10-10,380.0,384.2,499.0,2095.7999999999884,0.011052631578947338
CROMPTON,2018-10-04,2018-10-11,210.5,199.9,950.0,-10070.0,-0.05035629453681707
SIEMENS,2018-10-05,2018-10-11,936.3,887.0,200.0,-9860.0,-0.0526540638684182
CHOLAFIN,2018-10-05,2018-10-12,221.0,238.26,904.0,15603.039999999979,0.07809954751131218
M&M,2018-10-11,2018-10-12,730.0,768.5,244.0,9394.0,0.05273972602739726
CONCOR,2018-10-12,2018-10-15,486.4,484.24,411.0,-887.7599999999802,-0.004440789473684145
MUTHOOTFIN,2018-10-12,2018-10-15,400.6,399.2,499.0,-698.6000000000349,-0.003494757863205277
NIFTY BANK,2018-10-15,2018-10-16,25393.2,25543.1,7.0,1049.2999999999884,0.0059031551754012025
DEEPAKNTR,2018-10-11,2018-10-17,249.0,255.0,763.0,4578.0,0.024096385542168676
HDFCBANK,2018-10-16,2018-10-17,994.8,987.33,201.0,-1501.469999999972,-0.007509047044632
ULTRACEMCO,2018-10-08,2018-10-22,3743.0,3467.0,51.0,-14076.0,-0.07373764360138926
ZYDUSLIFE,2018-10-22,2018-10-25,374.0,340.5,478.0,-16013.0,-0.08957219251336898
NTPC,2018-10-10,2018-10-25,136.96,133.04,1398.0,-5480.160000000033,-0.028621495327102918
NIFTYBANK,2018-10-25,2018-10-29,24845.85,24975.7,7.0,908.9500000000116,0.005226224902750447
CUMMINSIND,2018-10-29,2018-10-30,676.5,678.75,273.0,614.25,0.0033259423503325942
GMRINFRA,2018-10-17,2018-10-31,15.75,16.8,12433.0,13054.650000000023,0.06666666666666671
EXIDEIND,2018-10-17,2018-10-31,262.1,265.5,756.0,2570.399999999994,0.012972148035101019
SUNTV,2018-10-30,2018-11-05,655.0,617.1,282.0,-10687.799999999988,-0.05786259541984729
LALPATHLAB,2018-11-05,2018-11-06,885.0,876.9,211.0,-1709.1000000000058,-0.009152542372881382
ALKEM,2018-11-06,2018-11-07,1893.0,1904.0,97.0,1067.0,0.005810882197569995
MARUTI,2018-10-31,2018-11-09,6600.0,7276.45,30.0,20293.5,0.10249242424242422
TATASTEEL,2018-10-16,2018-11-12,57.08,58.4,3503.0,4623.959999999992,0.023125437981779965
LUPIN,2018-11-12,2018-11-13,859.25,853.5,232.0,-1334.0,-0.00669188245562991
BOSCHLTD,2018-11-13,2018-11-14,19652.1,19220.0,10.0,-4321.0,-0.021987472076775438
AUBANK,2018-10-25,2018-11-14,264.1,284.5,623.0,12709.199999999983,0.07724346838318809
ONGC,2018-11-07,2018-11-14,157.0,160.6,1186.0,4269.600000000006,0.022929936305732448
SYNGENE,2018-11-09,2018-11-19,294.5,284.0,679.0,-7129.5,-0.035653650254668934
NTPC,2018-11-14,2018-11-20,131.25,123.75,1477.0,-11077.5,-0.05714285714285714
ULTRACEMCO,2018-11-19,2018-11-21,4024.0,4038.05,47.0,660.3500000000058,0.003491550695825095
OFSS,2018-10-31,2018-11-21,3621.1,3433.0,55.0,-10345.5,-0.05194554141006874
NIFTYBANK,2018-11-20,2018-11-22,26078.95,26004.3,7.0,-522.5499999999884,-0.002862461870589171
CUMMINSIND,2018-11-22,2018-11-26,769.55,788.5,237.0,4491.150000000023,0.02462478071600292
IOC,2018-11-14,2018-11-26,96.83,91.7,1970.0,-10106.100000000006,-0.05297944851802123
TECHM,2018-11-26,2018-11-29,696.2,688.8,260.0,-1924.0,-0.010629129560471259
TATACHEM,2018-11-29,2018-12-04,699.4,682.3,257.0,-4394.700000000012,-0.024449528167000318
JUBLFOOD,2018-12-04,2018-12-06,265.61,258.15,662.0,-4938.520000000019,-0.028086291931779812
PETRONET,2018-11-14,2018-12-10,220.8,208.65,905.0,-10995.75,-0.0550271739130435
GODREJCP,2018-12-10,2018-12-11,740.75,745.2,252.0,1121.4000000000233,0.006007424907188722
SUNTV,2018-11-26,2018-12-11,602.45,560.5,310.0,-13004.5,-0.06963233463357962
ALKEM,2018-12-11,2018-12-12,1932.0,1900.0,90.0,-2880.0,-0.016563146997929608
