stock,year,Monday,Tuesday,Wednesday,Thursday,Friday
OFSS,2022,-25.465228949787576,-26.455588091752073,-25.865799527689514,-25.11221945137157,-24.242424242424242
OFSS,2023,44.69845884471167,38.56666666666666,39.44832170156198,40.11318242343542,40.85914085914086
OFSS,2024,0.8989805375347586,-3.0793657892971313,0.031137199727846204,-0.11975772091846636,4.964507193881565
ONGC,2017,15.02199874292898,20.89319175515304,18.190184049079758,18.88306078370873,22.59585166561912
ONGC,2018,-21.97916666666666,-24.88549618320611,-24.16731216111542,-25.182389937106926,-23.843236409608092
ONGC,2019,-13.581081081081079,-13.288364249578407,-14.742934967654065,-9.046110524463232,-12.221841834988032
ONGC,2020,-25.692794932699925,-25.924453280318087,-26.564344746162927,-27.322404371584703,-22.404371584699444
ONGC,2021,41.215868109222065,46.81746449237245,42.731958762886585,43.92236976506639,52.38350294590253
ONGC,2022,-0.5944055944055904,-2.563237774030362,-4.100000000000003,-3.420790435071409,-6.399235912129901
ONGC,2023,32.42615333554596,39.31795386158474,40.39644565960355,41.8914305223626,39.08629441624365
ONGC,2024,6.245425713588686,4.381319210399626,2.090843547224222,-1.1655011655011656,3.727714748784446
PAGEIND,2017,39.755813155909195,41.294964028776974,36.353529738743745,45.12876649190528,51.06635071090048
PAGEIND,2018,0.03990422984836393,0.8407866034942806,-4.684317718940937,-2.267156862745098,2.78118609406953
PAGEIND,2019,7.558219178082191,-6.290322580645161,-9.257726494332543,-5.645598576633063,4.006605556438658
PAGEIND,2020,21.05616498464239,21.012853741930645,14.723728813559319,17.396170212765952,20.15178728347485
PAGEIND,2021,37.38635964758328,38.851317743683545,38.65634782608694,37.836987307248506,44.3864898617036
PAGEIND,2022,6.255573151419171,6.854258093161189,7.9130415821722115,2.9822843407816255,-2.0364956259774423
PAGEIND,2023,-9.69509290138161,-11.150652431791222,-10.115421989429526,-8.655349881998358,-7.487297478669351
PAGEIND,2024,-2.5322997416020674,-6.773600326930936,-4.313387215700356,-5.885192701395521,-5.276735218509001
PEL,2017,-3.126305006585269,2.5603535464579354,1.879950725771366,-2.9625679331141717,-2.4193463446488894
PEL,2018,-16.11346809749604,-22.618905082741033,-18.663926521737558,-18.477430764902127,-17.069851829452688
PEL,2019,-28.706435344322053,-34.953898452747524,-29.967997128059643,-28.16401758992918,-31.147171414574508
PEL,2020,-1.0514379960828906,-3.783783783783784,-7.003891050583658,-6.533158240315168,-5.324977853604127
PEL,2021,75.65922920892496,79.750346740638,84.75031829113028,74.2412113935028,77.88267026298044
PEL,2022,-69.73593485026369,-68.76872939766257,-69.02374670184696,-69.06906906906907,-67.77950310559007
PEL,2023,14.700262717936475,7.58026159334126,11.749923383389522,13.40480912245911,16.44349893630334
PEL,2024,-0.33243967828418475,-1.2312633832976445,-1.581534515922201,-1.4648745143337112,-0.40096230954290296
PERSISTENT,2017,-3.1886227544910115,1.8723278785198356,-0.7299270072992701,3.827893175074177,7.706173952230727
PERSISTENT,2018,-12.626050420168063,-13.340395480225995,-9.248055315471051,-11.016949152542372,-12.402669632925479
PERSISTENT,2019,17.871256696232546,7.333867093674932,8.121019108280255,9.257748776508972,16.879751209398766
PERSISTENT,2020,114.75529583637692,119.80924431401321,118.0255681818182,113.52112676056339,88.73097179135706
PERSISTENT,2021,204.1205533596838,198.6881028938907,200.8726567550097,219.02525534500313,227.75585284280936
PERSISTENT,2022,-21.764307275303388,-18.942094116431633,-17.692307692307693,-15.239355834987869,-14.932819383259908
PERSISTENT,2023,77.41935483870968,81.79233621755253,88.44977052524222,91.52675627694647,91.94306641385938
PERSISTENT,2024,-0.4289676088471105,-0.36834924965893584,1.2041095890410909,1.4285714285714286,3.9259510869565197
PETRONET,2017,19.253208868144693,18.574766355140188,16.438037665659145,16.05080831408776,16.712580348943973
PETRONET,2018,-12.656250000000002,-11.607672533122402,-12.273086029992104,-11.601663037022377,-10.255901606824052
PETRONET,2019,24.25011536686664,17.074235807860273,21.545872564046427,17.72400261608895,23.268447261204166
PETRONET,2020,-5.86911681980123,-8.527131782945725,-7.69662921348315,-8.036377134372673,-4.780433574207906
PETRONET,2021,-14.26877470355731,-15.380116959064324,-15.036125756688145,-17.70114942528735,-13.405362144857943
PETRONET,2022,-3.9816933638443888,-3.088538091969801,-3.0123231401186645,-3.0255136599683854,-3.1285167679495913
PETRONET,2023,-0.13837638376384287,0.02316960148284659,0.34754402224281744,0.5656108597285068,2.342135476463832
PETRONET,2024,0.13286093888396056,1.2995594713656338,2.535519125683065,-0.9474590869939659,0.5247048535199026
PFC,2017,-4.569138276553108,-0.3667481662591681,-2.2177419354838737,-4.354774270874949,-3.571428571428566
PFC,2018,-13.225806451612906,-21.749696233292834,-19.014937424303596,-18.493423674770828,-15.387689848121495
PFC,2019,6.588785046728973,9.901914992993932,8.541266794625725,5.040037682524731,7.811038353601505
PFC,2020,3.3628318584070707,-1.28205128205127,-3.550295857988165,-4.722106142916837,-0.7607776838546058
PFC,2021,0.2101723413198853,1.263157894736845,0.5907172995780615,-0.6722689075630258,4.043478260869564
PFC,2022,11.020740138267591,10.805341966815046,11.030303030303031,11.411290322580637,14.574081550262413
PFC,2023,244.80454393585035,213.8604353393086,212.0544394037589,207.72292993630575,204.55559095253264
PFC,2024,2.9918864097363116,0.7051282051282052,-0.3680670135804007,-2.537570830253746,-0.5566551212271154
PIDILITIND,2017,8.33129584352078,11.556259132976129,9.916957515946562,8.643457382953182,11.184372689179197
